filename,method,brightness,contrast,entropy,colorfulness,sharpness,noise
129.png,log,0.41210650275735294,0.09735360537711561,6.567197799682617,0.11679144857452142,0.005719326402131226,0.013518342131172862
129.png,retinex,0.9393910127527574,0.01705960790889,3.8606479167938232,0.027036537516764034,0.0002888983307046095,0.0027167768076723484
129.png,hist_eq,0.524883913526348,0.2801884941090471,7.89954948425293,0.24384616641033838,0.05530209792433439,0.041297546876355805
13.png,clahe,0.12912436092601104,0.05747229531997077,5.780237674713135,0.016830672321536577,0.0031781293320269403,0.008682639395699457
13.png,gamma,0.16537846583946078,0.056341733174572334,5.631422519683838,0.027814547384881566,0.0023039192901670026,0.006325187650686021
13.png,log,0.318452423694087,0.14060940763590565,6.988156318664551,0.06711402481872628,0.013353778198816137,0.015393765018278776
13.png,retinex,0.912960755591299,0.06022707657141446,4.65323543548584,0.11170123907634294,0.01817951289817307,0.009807314144823174
13.png,hist_eq,0.5175055410347733,0.2918257622747429,7.874629974365234,0.10017996583243612,0.05941590198581363,0.03442052226901673
130.png,clahe,0.15074127795649508,0.04681811221527944,5.582225799560547,0.026922443289371052,0.002631104657428625,0.009353853533946833
130.png,gamma,0.20479532877604167,0.03675880309457606,5.11422061920166,0.04270713438903624,0.0008049159620912522,0.0050784185622503595
130.png,log,0.3874822279986213,0.0944867821077265,6.521306991577148,0.10708798715201644,0.005311889635973318,0.01293730207755459
130.png,retinex,0.9381108901079963,0.017876809014603135,3.8923678398132324,0.029574799962443454,0.0003222900296617636,0.0027577119314183677
130.png,hist_eq,0.5246242747587316,0.2804938928155024,7.903489589691162,0.24257764832771844,0.05465268712668397,0.04077557326059934
131.png,clahe,0.13891290402879902,0.10571598823032739,6.1654887199401855,0.029683907968419285,0.003657169834675209,0.009064641298001792
131.png,gamma,0.15916478774126838,0.10006405785532946,6.341518878936768,0.05677662149271421,0.002919555480768478,0.007617843692353108
131.png,log,0.25048086128982844,0.21661389016051996,7.221649169921875,0.10760476008085938,0.010993885673576825,0.013648105457687848
131.png,retinex,0.8507331997740503,0.07592333139878855,5.6457037925720215,0.2224981356839875,0.02965281878189126,0.018465168999098242
131.png,hist_eq,0.5080757290709252,0.2812100391799203,7.873397350311279,0.14968167905632243,0.044573948102978496,0.03006413123373321
132.png,clahe,0.13864225499770222,0.10603243065950894,6.163877964019775,0.028219319334061896,0.003614038487925684,0.009055626428938616
132.png,gamma,0.15876787971047795,0.10058120589561219,6.361143589019775,0.04888386160168269,0.002924964855872997,0.0076368637963765374
132.png,log,0.2518247716567096,0.21991584862766428,7.244636535644531,0.09849451604955659,0.011124386581843265,0.013727309335456976
132.png,retinex,0.8659347234987745,0.08516982591207284,5.543871879577637,0.12766227645269299,0.04392049665492628,0.017097626059213406
132.png,hist_eq,0.5095791685814951,0.28105619711771274,7.871087551116943,0.13981004518884466,0.04373378560077349,0.029766869100624715
135.png,clahe,0.07546883377374387,0.05764218059837836,4.6574177742004395,0.024242066736942357,0.0018342893703252375,0.008163459119652711
135.png,gamma,0.08489170448452818,0.06551157204297361,5.443236351013184,0.05260324018211844,0.001856267931038619,0.00783887304538372
135.png,log,0.1021112180223652,0.10876367408959821,5.859957218170166,0.08649502626900651,0.0036438335869454137,0.010032635083407805
135.png,retinex,0.7458546357996324,0.1364125542611664,6.1821441650390625,0.4629609468772154,0.14750059497348608,0.05892618681438622
135.png,hist_eq,0.4931069168390012,0.2721900428410278,7.019017696380615,0.3077439741394239,0.09540188957663144,0.0570910642010923
136.png,clahe,0.07470212450214461,0.057349435419069984,4.69639778137207,0.024233395344662984,0.00180787627487481,0.008102869041949236
136.png,gamma,0.083943146350337,0.06477069073141398,5.422639846801758,0.05283607250569367,0.0018517753954759096,0.007849563918272724
136.png,log,0.14609422870710784,0.1565606165431043,6.3323798179626465,0.12709190076058566,0.007686935088932744,0.014683850428053154
